q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3,queue
2160,withdrawn,4/15/2021,,11/23/2022,,CAISO,OLD STEEL BRIDGE BESS,,SDGE,san diego,,,CA,CAISO,Full Capacity,Jamacha - Miguel 69 kV Line,6/1/2025,,Feasibility Study,Battery,Battery,,,157,,,1886
2081,active,4/15/2021,,,,CAISO,MINERAL KING SOLAR,,SCE,tulare,,,CA,CAISO,Full Capacity,Rector Substation 220 kV,,,Facility Study,Solar+Battery,Solar,Battery,,215,214,,1887
2189,withdrawn,4/15/2021,,12/18/2022,,CAISO,LA FUENTE ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Otay Mesa Switchyard 230 kV,6/1/2024,,Feasibility Study,Battery,Battery,,,106,,,1888
2188,active,4/15/2021,,,,CAISO,GERANIUM ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Miguel Substation 69 kV,,,Facility Study,Battery,Battery,,,51,,,1889
2053,withdrawn,4/15/2021,,,,CAISO,GOODALL STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Vista - Mira Loma 230 kV line,,,Feasibility Study,Battery,Battery,,,510,,,1890
1999,withdrawn,4/15/2021,,,,CAISO,LEGACY,,PGAE,kern,,,CA,CAISO,Full Capacity,Wheeler Ridge-Tejon 70 kV Line,,,System Impact Study,Solar+Battery,Solar,Battery,,102,53,,1891
2005,withdrawn,4/15/2021,,,,CAISO,EUROPA ENERGY CENTER,,PGAE,kern,,,CA,CAISO,Full Capacity,Gates - Midway 230 KV Line,6/1/2025,,Feasibility Study,Solar+Battery,Solar,Battery,,307,300,,1892
2019,withdrawn,4/15/2021,,12/28/2022,,CAISO,SUR VISTA,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway Substation 230 kV,7/31/2024,,System Impact Study,Solar+Battery,Solar,Battery,,359,359,,1893
2186,active,4/15/2021,,,,CAISO,SANDBAR ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,San Luis Rey Substation 230 kV,6/1/2025,,Facility Study,Battery,Battery,,,256,,,1894
2154,active,4/15/2021,,,,CAISO,REMY,,SDGE,yuma,,,AZ,CAISO,Full Capacity,Hoodoo Wash Switchyard 500 kV,12/1/2025,,Facility Study,Solar+Battery,Solar,Battery,,308,308,,1895
1892,active,4/15/2021,,,,CAISO,HARMONY STORAGE 2,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Contra Costa PP 230 kV,,,Facility Study,Battery,Battery,,,308,,,1896
2096,active,4/15/2021,,,,CAISO,HIDALGO ENERGY STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Kramer-Lugo #1 220 kV,6/1/2024,,Facility Study,Battery,Battery,,,408,,,1897
2157,active,4/15/2021,,,,CAISO,GNARLY OSAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Encina Substation 138 kV,6/30/2024,,Facility Study,Battery,Battery,,,304,,,1898
2112,withdrawn,4/15/2021,,,,CAISO,MAGNOLIA,,SCE,riverside,,,CA,CAISO,Full Capacity,Mira Loma Substation 230 kV,6/30/2024,,Feasibility Study,Battery,Battery,,,406,,,1899
1917,active,4/15/2021,,,,CAISO,STIRLING BRIDGE 2 ES,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Bellota 115 kV,,,Facility Study,Battery,Battery,,,103,,,1900
1940,active,4/15/2021,,,,CAISO,WHITE RABBIT,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mendota 115 kV,11/1/2024,,Facility Study,Solar+Battery,Solar,Battery,,153,153,,1901
2133,withdrawn,4/15/2021,,,,CAISO,LIVE OAK STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,San Bernadino 220 kV,6/1/2024,,Feasibility Study,Battery,Battery,,,358,,,1902
1988,withdrawn,4/15/2021,,,,CAISO,THUNDER,,PGAE,kern,,,CA,CAISO,Full Capacity,Lamont Substation 115 kV,,,System Impact Study,Solar+Battery,Solar,Battery,,102,102,,1903
2056,active,4/15/2021,,,,CAISO,QUERCUS,,SCE,los angeles,,,CA,CAISO,Full Capacity,Pardee-Vincent No1 230kV Line,6/30/2024,,Facility Study,Battery,Battery,,,406,,,1904
2095,withdrawn,4/15/2021,,11/10/2022,,CAISO,LAKEY SOLAR,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Victor Substation 230 kV,10/1/2025,,Feasibility Study,Solar+Battery,Solar,Battery,,200,200,,1905
2120,withdrawn,4/15/2021,,,,CAISO,VOLTRON,,SCE,los angeles,,,CA,CAISO,Full Capacity,Laguna Bell Substation 230 kV Substation,6/30/2024,,Feasibility Study,Solar+Battery,Solar,Battery,,306,306,,1906
1944,withdrawn,4/15/2021,,,,CAISO,WINGTIP SOLAR 2,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos Substation 500 kV,6/1/2027,,System Impact Study,Solar+Battery,Solar,Battery,,562,562,,1907
2131,active,4/15/2021,,,,CAISO,MERLIN STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Hinson Substation 220 kV,6/1/2023,,Facility Study,Battery,Battery,,,200,,,1908
1903,active,4/15/2021,,,,CAISO,GOLDEN FLATS,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Westly-Quinto 230 kV,,,Facility Study,Battery,Battery,,,365,,,1909
2077,withdrawn,4/15/2021,,10/12/2021,,CAISO,HUXLEY SOLAR,,SCE,los angeles,,,CA,CAISO,,Vincent Substation 230 kV,6/1/2027,,Feasibility Study,Solar+Battery,Solar,Battery,,336,336,,1910
2099,withdrawn,4/15/2021,,11/10/2022,,CAISO,GRAVEL HILLS WIND & SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Kramer Substation 230 kV,10/1/2025,,Feasibility Study,Solar+Wind,Solar,Wind,,150,150,,1911
2185,active,4/15/2021,,,,CAISO,GATEWAY ENERGY STORAGE 2,,SDGE,san diego,,,CA,CAISO,Full Capacity,Otay Mesa Switchyard 230 kV,6/1/2024,,Facility Study,Battery,Battery,,,256,,,1912
2001,active,4/15/2021,,,,CAISO,SERENA STORAGE,,PGAE,kern,,,CA,CAISO,Full Capacity,Kern PP 230 kV,,,Facility Study,Battery,Battery,,,114,,,1913
2092,active,4/15/2021,,,,CAISO,ROSA STORAGE,,SCE,ventura,,,CA,CAISO,Full Capacity,Moorpark Substation 230 kV,6/1/2025,,Facility Study,Battery,Battery,,,512,,,1914
2052,active,4/15/2021,,,,CAISO,BOUSE SOLAR AND STORAGE PLANT,,SCE,la paz,,,AZ,CAISO,Full Capacity,Colorado River - Palo Verde 500kV,2/5/2026,,Facility Study,Solar+Battery,Solar,Battery,,1010,1011,,1915
2173,active,4/15/2021,,,,CAISO,LAGO DOMINGO STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Boulevard East Substation 138 kV,,,Facility Study,Battery,Battery,,,206,,,1916
2048,active,4/15/2021,,,,CAISO,TWIN PALMS SOLAR,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River Substation 230 kV,,,Facility Study,Solar+Battery,Solar,Battery,,288,288,,1917
1956,active,4/15/2021,,,,CAISO,CLARKSON,,PGAE,fresno,,,CA,CAISO,Full Capacity,Tranquility 230 kV,6/1/2025,,Facility Study,Solar+Battery,Solar,Battery,,204,204,,1918
1952,active,4/15/2021,,,,CAISO,AUSTRALIS,,PGAE,merced,,,CA,CAISO,Full Capacity,Los Banos 230 kV,6/1/2025,,Facility Study,Solar+Battery,Solar,Battery,,307,307,,1919
2128,withdrawn,4/15/2021,,12/13/2022,,CAISO,MANUEL STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Chino Substation 230 kV,10/1/2025,,System Impact Study,Battery,Battery,,,150,,,1920
2013,active,4/15/2021,,,,CAISO,ANDROMEDA,,PGAE,tulare,,,CA,CAISO,Full Capacity,Alpaugh 115 kV,,,Facility Study,Solar+Battery,Solar,Battery,,173,173,,1921
2084,withdrawn,4/15/2021,,10/31/2022,,CAISO,SOLAR FARM ENERGY CENTER,,SCE,tulare,,,CA,CAISO,Full Capacity,Rector Substation 230kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,411,411,,1922
1927,withdrawn,4/15/2021,,11/18/2022,,CAISO,BOA VISTA STORAGE,,PGAE,san benito,,,CA,CAISO,Full Capacity,San Benito - Hollister 115kV line,,,System Impact Study,Battery,Battery,,,109,,,1923
2087,withdrawn,4/15/2021,,,,CAISO,EDISON DRIVE ENERGY STORAGE,,SCE,ventura,,,CA,CAISO,Full Capacity,Moorpark Substation 230 kV,1/1/2024,,Feasibility Study,Battery,Battery,,,672,,,1924
2148,active,4/15/2021,,,,CAISO,MOSEY,,GLW,clark,,,NV,CAISO,Full Capacity,Trout Canyon Substation 230 kV,6/1/2025,,Facility Study,Solar+Battery,Solar,Battery,,544,537,,1925
1841,withdrawn,4/15/2021,,11/23/2022,,CAISO,SCENIC ENERGY STORAGE,,PGAE,lake,,,CA,CAISO,Full Capacity,Konocti Substation 60 kV,1/1/2025,,Feasibility Study,Battery,Battery,,,40,,,1926
2000,withdrawn,4/15/2021,,12/14/2022,,CAISO,FLYWAY SOLAR,,PGAE,kern,,,CA,CAISO,Full Capacity,"Berrenda ""C"" Tap 70 kV",,,System Impact Study,Solar+Battery,Solar,Battery,,113,113,,1927
2172,active,4/15/2021,,,,CAISO,HYDER,,SDGE,maricopa,,,AZ,CAISO,Full Capacity,Hoodoo Wash - Hassayampa 500 kV Line,6/1/2025,,Facility Study,Solar+Battery,Solar,Battery,,824,824,,1928
2082,active,4/15/2021,,,,CAISO,ANODE,,SCE,los angeles,,,CA,CAISO,Full Capacity,ANTELOPE Substation 220 kV,6/1/2024,,Facility Study,Battery,Battery,,,300,,,1929
1901,withdrawn,4/15/2021,,12/17/2022,,CAISO,TIMBER ENERGY STORAGE,,PGAE,placer,,,CA,CAISO,Full Capacity,Atlantic Substation 230 kV,6/1/2024,,System Impact Study,Battery,Battery,,,214,,,1930
2104,active,4/15/2021,,,,CAISO,DOS PALMAS,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Victor Substation 230 kV,,,Facility Study,Battery,Battery,,,411,,,1931
2168,withdrawn,4/15/2021,,12/14/2022,,CAISO,LAGO DOMINGO SOLAR,,SDGE,san diego,,,CA,CAISO,Full Capacity,Boulevard East Substation 69 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,82,82,,1932
1850,active,4/15/2021,,,,CAISO,HIGH WINDS STORAGE,,PGAE,solano,,,CA,CAISO,Full Capacity,Birds Landing 230 kV,3/30/2024,,Facility Study,Battery,Battery,,,121,,,1933
2176,active,4/15/2021,,,,CAISO,YUHA DESERT BATTERY STORAGE,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230 kV,,,Facility Study,Battery,Battery,,,633,,,1934
2030,withdrawn,4/15/2021,,11/28/2022,,CAISO,EMPIRE,,SCE,san bernadino,,,CA,CAISO,Full Capacity,Etiwanda Substation 230 kV,11/1/2024,,Feasibility Study,Battery,Battery,,,1647,,,1935
1925,withdrawn,4/15/2021,,11/29/2022,,CAISO,ESTANISLAU SOLAR STORAGE,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Bellota-Warnerville 230 kV,9/1/2024,,System Impact Study,Solar+Battery,Solar,Battery,,408,408,,1936
1914,active,4/15/2021,,,,CAISO,BLACK DIAMOND ES2,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburg 230 kV,6/1/2024,,Facility Study,Battery,Battery,,,179,,,1937
2192,active,4/15/2021,,,,CAISO,PAJARO VALLEY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Salt Creek Substation 69 kV,9/1/2024,,Facility Study,Battery,Battery,,,102,,,1938
1836,active,4/19/2021,,,,CAISO,BRIX ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Energy Only,Fulton 115 kV,6/1/2023,Executed,IA Executed,Battery,Battery,,,214,,,1939
1835,active,5/3/2021,,,,CAISO,CASCADE ENERGY STORAGE EXPANSION,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Weber 60 kV,12/1/2022,,Facility study,Battery,Battery,,,20,,,1939
2193,withdrawn,6/3/2022,,,,CAISO,VENTANA ENERGY STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Lugo,6/1/2024,,Feasibility Study,Battery,Battery,,,254,,,1939
2194,withdrawn,6/13/2022,,,,CAISO,PRONGHORN ENERGY STORAGE,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope,6/1/2026,,Feasibility Study,Battery,Battery,,,123,,,1939
2195,active,10/13/2022,,,,CAISO,TOWNSHIP EXPANSION,,PGAE,sutter,,,CA,CAISO,Full Capacity,Greenleaf #1 115 kV Tap,6/1/2024,,System Impact Study,Gas+Battery,Gas,Battery,,11,11,,1939
2196,active,1/4/2023,,,,CAISO,MALAGA BESS,,PGAE,fresno,,,CA,CAISO,Full Capacity,Malaga 115 kV,11/6/2024,,System Impact Study,Battery,Battery,,,46,,,1939
2197,withdrawn,1/11/2023,,,,CAISO,VENTANA RELIABILITY PROJECT,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Lugo,6/1/2024,,Withdrawn,Battery,Battery,,,254,,,1939
2198,withdrawn,1/31/2023,,,,CAISO,VISTA RELIABILITY,,SCE,los angeles,,,CA,CAISO,Full Capacity,Vincent,6/1/2024,,Withdrawn,Battery,Battery,,,254,,,1939
2199,active,3/2/2023,,,,CAISO,TUNGSTEN BESS,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Victor Substation 230 kV,5/1/2026,,System Impact Study,Battery,Battery,,,126,,,1939
caiso_c15_352,active,4/17/2023,,,,CAISO,Yellowfin,,SCE,san bernardino,,,CA,CAISO,,Pisgah Substation 230kV,4/1/2027,,In Progress (unknown study),Battery,Battery,,,315,,,1939
caiso_c15_44,active,4/17/2023,,,,CAISO,Soleado,,PGAE,fresno,,,CA,CAISO,,Schindler 115kV,6/30/2028,,In Progress (unknown study),Solar+Battery,Solar,Battery,,107,115,,1939
caiso_c15_306,active,4/17/2023,,,,CAISO,Hyder Valley Farms,,SDGE,,,,CA,CAISO,,Hassayampa 500kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,400,400,,1939
caiso_c15_536,active,4/17/2023,,,,CAISO,Krahill,,SCE,san bernardino,,,CA,CAISO,,Kramer- Roadway 230kV,,,In Progress (unknown study),Battery,Battery,,,206,,,1939
caiso_c15_157,active,4/17/2023,,,,CAISO,Bolt,,PGAE,fresno,,,CA,CAISO,,Gates 500kV,12/1/2028,,In Progress (unknown study),Battery,Battery,,,734,,,1939
caiso_c15_363,active,4/17/2023,,,,CAISO,Ricochet,,GLW,clark,,,NV,CAISO,,Sloan Canyon - Trout Canyon 230kV,5/31/2027,,In Progress (unknown study),Wind,Wind,,,101,,,1939
caiso_c15_455,active,4/17/2023,,,,CAISO,Annapurna,,PGAE,merced,,,CA,CAISO,,El Nido 115kV,6/1/2026,,In Progress (unknown study),Battery,Battery,,,257,,,1939
caiso_c15_213,active,4/17/2023,,,,CAISO,Temescal Canyon Energy Storage,,SCE,riverside,,,CA,CAISO,,Alberhill Substation 500kV,6/1/2028,,In Progress (unknown study),Battery,Battery,,,518,,,1939
caiso_c15_426,active,4/17/2023,,,,CAISO,Chokecherry and Sierra Madre Wind Energy Project,,TWE,carbon,,,WY,CAISO,,TWE Project Wyoming Terminal 345kV,12/1/2027,,In Progress (unknown study),Wind,Wind,,,3290,,,1939
caiso_c15_12,active,4/17/2023,,,,CAISO,Comstock,,SCE,san bernardino,,,CA,CAISO,,Chino 230kV,3/31/2026,,In Progress (unknown study),Gas+Battery,Gas,Battery,,200,200,,1939
caiso_c15_450,active,4/17/2023,,,,CAISO,North Almond Energy Center,,PGAE,glenn,,,CA,CAISO,,Cottonwood-Delevan 230 kV,6/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,312,312,,1939
caiso_c15_205,active,4/17/2023,,,,CAISO,Norton Energy Storage,,SCE,riverside,,,CA,CAISO,,El Casco 230kV,6/1/2028,,In Progress (unknown study),Battery,Battery,,,259,,,1939
caiso_c15_304,active,4/17/2023,,,,CAISO,Shadow Hills,,SCE,,,,CA,CAISO,,Kramer 230kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,400,400,,1939
caiso_c15_475,active,4/17/2023,,,,CAISO,Scorpio Storage,,SCE,san bernandino,,,CA,CAISO,,Victor Substation 230kV,,,In Progress (unknown study),Battery,Battery,,,600,,,1939
caiso_c15_492,active,4/17/2023,,,,CAISO,Yacht Rock,,SCE,san bernardino,,,CA,CAISO,,Chino 230kV,,,In Progress (unknown study),Battery,Battery,,,500,,,1939
caiso_c15_477,active,4/17/2023,,,,CAISO,White Hills Solar Project,,SCE,mohave,,,AZ,CAISO,,El Dorado 500kV,6/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,1277,644,,1939
caiso_c15_332,active,4/17/2023,,,,CAISO,Green Palms,,SCE,riverside,,,CA,CAISO,,Colorado River 230kV,12/1/2026,,In Progress (unknown study),Solar,Solar,,,306,,,1939
caiso_c15_124,active,4/17/2023,,,,CAISO,Maravillosa Solar 1,,PGAE,kings,,,CA,CAISO,,Gates - Midway 230kV,12/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,235,235,,1939
caiso_c15_31,active,4/17/2023,,,,CAISO,Melo,,PGAE,fresno,,,CA,CAISO,,Panoche 230kV,6/30/2028,,In Progress (unknown study),Solar+Battery,Solar,Battery,,320,339,,1939
caiso_c15_163,active,4/17/2023,,,,CAISO,Obispo Trail Energy Storage,,PGAE,san luis obispo,,,CA,CAISO,,Mesa 115kV,12/1/2027,,In Progress (unknown study),Battery,Battery,,,156,,,1939
caiso_c15_172,active,4/17/2023,,,,CAISO,Reflex,,SCE,riverside,,,CA,CAISO,,Colorado River 230kV,12/1/2027,,In Progress (unknown study),Battery,Battery,,,1174,,,1939
caiso_c15_29,active,4/17/2023,,,,CAISO,POTENTIA-VIRIDI 2,,PGAE,alameda,,,CA,CAISO,,Tesla 500kV,,,In Progress (unknown study),Battery,Battery,,,406,,,1939
caiso_c15_318,active,4/17/2023,,,,CAISO,Storing Energy Center,,SCE,los angeles,,,CA,CAISO,,Rio Hondo 230kV,6/1/2027,,In Progress (unknown study),Battery,Battery,,,209,,,1939
caiso_c15_46,active,4/17/2023,,,,CAISO,Buckhorn,,PGAE,tehama,,,CA,CAISO,,Glenn Substation 230kV,6/30/2028,,In Progress (unknown study),Solar+Battery,Solar,Battery,,320,339,,1939
caiso_c15_366,active,4/17/2023,,,,CAISO,Driller Storage,,PGAE,kern,,,CA,CAISO,,Lamont 115kV,6/1/2027,,In Progress (unknown study),Battery,Battery,,,102,,,1939
caiso_c15_185,active,4/17/2023,,,,CAISO,Arcana Solar,,SCE,san bernardino,,,CA,CAISO,,Kramer-Randsburg 115kV,9/14/2029,,In Progress (unknown study),Solar+Battery,Solar,Battery,,207,207,,1939
caiso_c15_512,active,4/17/2023,,,,CAISO,Musketeers Solar 1,,SCE,tulare,,,CA,CAISO,,Magunden - Springville 230kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,524,270,,1939
caiso_c15_467,active,4/17/2023,,,,CAISO,Palmera,,SCE,san bernardino,,,CA,CAISO,,Kramer 230kV,6/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,518,522,,1939
caiso_c15_421,active,4/17/2023,,,,CAISO,Kane,,SCE,san bernardino,,,CA,CAISO,,IVANPAH-BAKER-COOL WATER-DUNN SIDING-MOUNTAIN PASS 115 kV Line,,,In Progress (unknown study),Battery,Battery,,,206,,,1939
caiso_c15_497,active,4/17/2023,,,,CAISO,Jasper Energy Storage,,PGAE,fresno,,,CA,CAISO,,Kingsburg 115kV,,,In Progress (unknown study),Battery,Battery,,,152,,,1939
caiso_c15_277,active,4/17/2023,,,,CAISO,Campito Peak,,GLW,inyo,,,CA,CAISO,,Trout Canyon Sub 230 kV,,,In Progress (unknown study),Battery,Battery,,,566,,,1939
caiso_c15_173,active,4/17/2023,,,,CAISO,Swiftstone,,PGAE,colusa,,,CA,CAISO,,Delevan 230kV,12/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,209,209,,1939
caiso_c15_414,active,4/17/2023,,,,CAISO,Garda,,PGAE,,,,CA,CAISO,,Goose Lake 115kV,6/1/2026,,In Progress (unknown study),Battery,Battery,,,103,,,1939
caiso_c15_245,active,4/17/2023,,,,CAISO,Drifter Energy Storage 2,,SCE,ventura,,,CA,CAISO,,Moorpark Substation 220 kV,6/1/2027,,In Progress (unknown study),Battery,Battery,,,670,,,1939
caiso_c15_387,active,4/17/2023,,,,CAISO,Mackerel Energy,,SDGE,san diego,,,CA,CAISO,,Miguel 230kV,,,In Progress (unknown study),Battery,Battery,,,101,,,1939
caiso_c15_258,active,4/17/2023,,,,CAISO,Titus Canyon,,GLW,nye,,,NV,CAISO,,Valley Switch 230kV,9/30/2029,,In Progress (unknown study),Solar+Battery,Solar,Battery,,532,471,,1939
caiso_c15_543,active,4/17/2023,,,,CAISO,Raspberry Solar 1,,PGAE,contra costa,,,,CAISO,,Sobrante-Standard Oil SW STA 115kV,,,In Progress (unknown study),Solar,Solar,,,17,,,1939
caiso_c15_137,active,4/17/2023,,,,CAISO,Octans,,PGAE,fresno,,,CA,CAISO,,Oro Loma 70kV,10/1/2026,,In Progress (unknown study),Battery,Battery,,,101,,,1939
caiso_c15_263,active,4/17/2023,,,,CAISO,Cathedral,,GLW,nye & clark,,,NV,CAISO,,Trout Canyon Sub 230 kV,5/1/2028,,In Progress (unknown study),Battery,Battery,,,358,,,1939
caiso_c15_223,active,4/17/2023,,,,CAISO,Genoa Energy Storage 2,,PGAE,sonoma,,,CA,CAISO,,Lakeville - Vaca Dixon 230 kV,6/1/2027,,In Progress (unknown study),Battery,Battery,,,308,,,1939
caiso_c15_412,active,4/17/2023,,,,CAISO,Hydrus Energy Storage,,PGAE,kern,,,CA,CAISO,,Vedder - Live Oak Tap - Fruitvale 115kV,,,In Progress (unknown study),Battery,Battery,,,202,,,1939
caiso_c15_264,active,4/17/2023,,,,CAISO,Silver Storage,,SCE,clark,,,NV,CAISO,,Mohave 500kV,5/1/2028,,In Progress (unknown study),Battery,Battery,,,358,,,1939
caiso_c15_115,active,4/17/2023,,,,CAISO,Taurus Wind,,DSLK,lincoln,,,ID,CAISO,,Harry Allen - El Dorado 500kV,,,In Progress (unknown study),Wind+Battery,Wind,Battery,,1087,1064,,1939
caiso_c15_541,active,4/17/2023,,,,CAISO,Helms PSP Uprate,,PGAE,fresno,,,,CAISO,,Gregg Substation 230kV,,,In Progress (unknown study),Other Storage,Pumped Storage,,,1392,,,1939
caiso_c15_424,active,4/17/2023,,,,CAISO,Rock Canyon,,GLW,inyo,,,CA,CAISO,,Trout Canyon Sub 230 kV,4/7/2030,,In Progress (unknown study),Solar+Battery,Solar,Battery,,250,250,,1939
caiso_c15_406,active,4/17/2023,,,,CAISO,Faraday Energy Storage,,SDGE,san diego,,,CA,CAISO,,Shadow Ridge 138kV,4/1/2026,,In Progress (unknown study),Battery,Battery,,,200,,,1939
caiso_c15_422,active,4/17/2023,,,,CAISO,Silvercoin,,SCE,clark,,,NV,CAISO,,Primm Sub 230kV,,,In Progress (unknown study),Battery,Battery,,,514,,,1939
caiso_c15_219,active,4/17/2023,,,,CAISO,Greenwood Energy Storage 2,,SCE,los angeles,,,CA,CAISO,,Mesa 500kV,6/1/2027,,In Progress (unknown study),Battery,Battery,,,900,,,1939
caiso_c15_145,active,4/17/2023,,,,CAISO,La Luz Energy Center,,PGAE,san luis obispo,,,CA,CAISO,,Diablo - Gates 500kV,7/31/2028,,In Progress (unknown study),Solar+Battery,Solar,Battery,,1028,1025,,1939
caiso_c15_118,active,4/17/2023,,,,CAISO,Antelope Plains Solar,,PGAE,kern,,,CA,CAISO,,Goose Lake 115kV,6/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,204,204,,1939
caiso_c15_182,active,4/17/2023,,,,CAISO,Zeitgeist K Energy Center,,PGAE,san joaquin,,,CA,CAISO,,Kasson Substation 115kV,9/14/2029,,In Progress (unknown study),Battery,Battery,,,258,,,1939
caiso_c15_227,active,4/17/2023,,,,CAISO,Clarion Energy Center,,PGAE,contra costa,,,CA,CAISO,,Brentwood Substation 230kV,9/14/2029,,In Progress (unknown study),Battery,Battery,,,310,,,1939
caiso_c15_56,active,4/17/2023,,,,CAISO,Hideout,,SCE,san bernadino,,,CA,CAISO,,Lugo 500kV,3/31/2026,,In Progress (unknown study),Gas+Battery,Gas,Battery,,1100,1100,,1939
caiso_c15_129,active,4/17/2023,,,,CAISO,GAMAY,,PGAE,kern,,,CA,CAISO,,Wheeler Ridge 230kV,2/11/2030,,In Progress (unknown study),Solar+Battery,Solar,Battery,,200,200,,1939
caiso_c15_513,active,4/17/2023,,,,CAISO,Musketeers Solar 2,,SCE,tulare,,,CA,CAISO,,Magunden - Springville 230kV,,,In Progress (unknown study),Solar+Battery,Solar,Battery,,524,270,,1939
caiso_c15_326,active,4/17/2023,,,,CAISO,Idris Storage,,SCE,riverside,,,CA,CAISO,,Devers 230kV,1/31/2026,,In Progress (unknown study),Battery,Battery,,,400,,,1939
caiso_c15_184,active,4/17/2023,,,,CAISO,Ripple Solar,,PGAE,kings & fresno,,,CA,CAISO,,Diablo - Gates 500kV,9/14/2029,,In Progress (unknown study),Solar+Battery,Solar,Battery,,1051,1043,,1939
caiso_c15_449,active,4/17/2023,,,,CAISO,Farm Bell Energy Center,,PGAE,glenn,,,CA,CAISO,,Cottonwood-Delevan 230 kV,6/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,312,312,,1939
caiso_c15_113,active,4/17/2023,,,,CAISO,Melon Patch Solar,,PGAE,fresno,,,CA,CAISO,,Newhall - Mendota 115kV,6/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,204,204,,1939
caiso_c15_317,active,4/17/2023,,,,CAISO,Stocker Storage,,SCE,los angeles,,,CA,CAISO,,La Cienega 230kV,1/31/2026,,In Progress (unknown study),Battery,Battery,,,515,,,1939
caiso_c15_499,active,4/17/2023,,,,CAISO,Bear River Energy Storage,,PGAE,sutter,,,CA,CAISO,,Rio Oso Sub 230kV,8/1/2027,,In Progress (unknown study),Battery,Battery,,,250,,,1939
caiso_c15_544,active,4/17/2023,,,,CAISO,Salt Flat Energy Storage,,PGAE,monterey,,,,CAISO,,Salinas Substation 115kV,6/1/2025,,In Progress (unknown study),Battery,Battery,,,214,,,1939
caiso_c15_323,active,4/17/2023,,,,CAISO,Cactus Condor Energy Center,,SCE,los angeles,,,CA,CAISO,,La Cienega 230kV,6/1/2027,,In Progress (unknown study),Battery,Battery,,,144,,,1939
caiso_c15_66,active,4/17/2023,,,,CAISO,Calypso Solar 2,,SCE,riverside,,,CA,CAISO,,Colorado River 230kV,10/1/2027,,In Progress (unknown study),Solar+Battery,Solar,Battery,,417,414,,1939
caiso_c15_445,active,4/17/2023,,,,CAISO,Vernal 2,,PGAE,tulare,,,CA,CAISO,,Alpaugh Substation 115kV,12/1/2026,,In Progress (unknown study),Solar,Solar,,,50,,,1939
caiso_c15_76,active,4/17/2023,,,,CAISO,Weston Storage 2,,SCE,san bernardino,,,CA,CAISO,,Kramer 230kV,10/1/2027,,In Progress (unknown study),Battery,Battery,,,200,,,1939
